temperature,humidity,soilMoisture,light,rain,co2,irrigation_needed
27.84,89.5,16.15,380.31,0,482.42,0
39.29,62.52,21.32,604.21,0,409.26,0
20.83,55.91,30.76,528.71,1,314.19,0
30.11,73.26,32.08,491.86,0,468.92,0
29.95,80.91,17.38,577.96,0,436.28,0
21.63,58.77,30.77,346.41,0,352.65,0
39.98,76.64,25.01,443.71,1,454.05,0
36.67,89.93,21.61,669.48,0,391.57,0
30.7,65.11,29.91,749.81,0,401.45,0
24.02,77.19,18.78,242.85,1,344.09,0
25.76,81.65,38.19,556.79,1,399.64,0
39.66,60.84,27.96,371.74,1,326.31,0
24.53,72.13,17.33,752.08,0,483.82,0
35.88,78.98,38.21,734.6,1,344.27,0
37.75,69.56,32.27,741.2,0,453.5,0
34.4,63.04,24.71,223.96,1,379.53,0
32.54,75.13,32.23,268.63,1,337.82,0
35.39,76.2,38.16,638.21,0,428.09,0
35.56,84.17,18.06,557.85,0,416.68,0
20.77,81.84,33.6,704.28,1,340.7,0
23.41,61.88,28.3,438.09,1,306.72,0
32.74,72.23,18.53,403.47,0,400.15,0
28.96,82.32,23.13,618.05,1,423.34,0
38.25,76.61,35.37,623.33,1,396.67,0
37.85,68.35,33.86,205.23,0,378.4,0
39.25,82.4,26.38,680.08,1,398.84,0
20.89,60.93,39.38,700.09,1,474.0,0
26.27,76.9,16.49,640.12,1,394.82,0
31.32,60.66,24.26,676.68,1,307.09,0
22.87,53.58,37.94,418.07,0,342.88,0
37.39,72.08,21.45,259.9,1,366.41,0
39.49,58.8,28.69,289.43,0,462.93,0
31.92,53.34,38.06,434.46,0,345.36,0
33.29,84.26,15.11,213.06,1,372.47,0
22.02,68.67,26.22,596.85,0,344.52,0
29.8,54.5,30.1,552.12,1,419.32,0
21.85,52.14,34.73,547.01,1,343.14,0
25.61,60.17,20.64,535.44,0,301.41,0
34.0,66.07,38.0,389.12,0,312.39,0
29.58,58.65,17.12,559.55,1,428.15,0
34.43,51.85,19.95,406.13,1,335.9,0
38.26,57.74,24.41,638.08,1,413.14,0
34.91,53.08,16.23,612.35,0,315.57,0
36.67,57.28,21.37,291.13,1,404.59,0
27.76,72.41,34.53,347.9,1,460.35,0
35.22,54.99,33.88,444.34,0,367.15,0
33.54,68.42,36.33,365.85,1,326.68,0
32.96,60.88,23.37,489.61,1,363.85,0
36.02,59.38,20.0,439.07,0,330.51,0
20.36,63.92,21.45,202.35,0,378.14,0
23.77,84.08,25.67,608.05,0,405.72,0
32.15,55.16,27.13,251.87,1,331.54,0
38.81,60.5,30.07,677.54,0,338.94,0
28.87,74.81,25.09,735.79,0,475.08,0
21.19,86.6,19.67,631.19,0,390.56,0
21.73,52.44,36.02,229.82,0,375.64,0
36.97,82.4,30.74,707.81,0,330.4,0
39.29,68.83,25.37,407.73,1,339.67,0
31.2,83.85,27.94,266.11,0,319.8,0
37.78,75.16,29.9,578.35,0,305.06,0
33.83,68.96,16.14,240.1,1,475.2,0
37.64,83.26,25.93,747.73,0,419.68,0
34.14,84.41,17.58,631.78,0,378.56,0
34.74,86.91,39.61,773.95,1,471.99,0
26.94,89.29,31.63,389.39,1,457.91,0
23.02,72.81,30.18,370.31,0,307.01,0
37.07,69.39,29.3,714.82,0,312.66,0
20.18,73.23,30.41,665.56,1,456.59,0
32.01,58.84,29.09,588.92,1,307.63,0
31.65,73.44,23.31,594.48,0,473.68,0
34.07,57.3,17.84,423.73,0,344.06,0
34.3,63.55,25.72,472.47,1,380.26,0
26.25,63.14,33.59,276.19,0,436.73,0
31.4,66.92,21.3,540.41,1,321.3,0
29.35,69.94,28.19,433.59,1,425.77,0
34.58,58.21,26.48,496.39,1,382.8,0
23.08,58.57,26.27,257.3,0,367.13,0
21.02,67.05,29.55,631.48,1,321.17,0
21.99,74.01,36.29,484.05,0,354.76,0
27.88,51.94,23.51,676.31,0,473.96,0
34.79,78.99,38.8,690.2,1,357.65,0
26.38,87.75,34.23,765.64,0,423.95,0
24.95,77.97,26.45,516.59,1,307.66,0
39.78,55.76,19.25,404.95,1,467.5,0
37.25,51.76,34.52,316.15,0,436.11,0
37.69,60.19,38.55,300.16,1,440.22,0
29.91,53.63,24.4,740.48,0,369.52,0
26.64,73.95,34.38,355.15,1,430.5,0
32.14,68.58,38.07,347.1,0,353.68,0
26.62,67.0,34.54,672.84,1,482.43,0
39.95,80.11,33.54,424.07,1,371.47,0
25.62,85.22,22.54,757.38,1,471.41,0
32.33,76.16,32.12,642.78,0,348.93,0
31.97,68.49,18.2,329.22,1,440.01,0
32.05,68.2,17.46,260.07,1,365.36,0
32.83,52.29,32.29,381.76,0,399.94,0
37.47,52.5,23.14,242.66,0,385.53,0
37.8,52.82,24.09,753.12,0,452.33,0
24.63,76.24,19.01,276.88,0,367.79,0
28.57,72.16,18.61,785.97,0,328.86,0
21.57,80.05,15.39,584.25,0,410.68,0
36.0,86.07,26.48,268.79,0,414.4,0
30.98,79.51,29.42,394.87,1,494.18,0
29.36,89.26,29.94,384.71,0,473.25,0
36.51,60.44,33.43,429.62,1,471.54,0
25.67,72.69,20.49,541.11,1,427.94,0
27.74,76.22,36.93,201.87,0,302.55,0
35.57,74.18,23.67,294.37,0,490.87,0
22.77,80.04,22.79,293.54,0,385.79,0
34.1,50.53,27.93,254.09,0,489.79,0
23.05,71.76,38.02,591.12,0,433.97,0
35.28,89.42,16.17,462.49,1,396.47,0
36.37,76.34,33.97,270.95,0,362.84,0
21.97,52.48,38.16,681.88,0,448.51,0
36.77,69.95,19.6,322.03,1,468.94,0
35.04,89.62,19.52,589.87,0,490.46,0
20.43,65.05,19.94,505.14,1,381.28,0
26.04,69.29,28.6,763.65,1,401.55,0
21.08,85.91,31.34,335.97,0,426.22,0
26.28,58.47,18.14,498.96,0,441.31,0
28.59,59.97,20.85,338.05,0,485.9,0
22.54,62.57,32.94,602.12,1,435.96,0
28.0,84.1,29.54,359.9,0,314.53,0
23.4,84.98,38.13,221.67,1,304.19,0
37.49,51.17,34.1,373.29,0,386.54,0
30.82,84.24,38.15,442.96,1,335.96,0
31.42,74.17,25.54,512.9,1,440.81,0
28.59,75.54,33.48,558.37,1,481.89,0
37.04,85.05,27.81,203.93,0,367.38,0
31.1,74.13,22.48,358.51,1,471.11,0
24.94,81.87,33.65,268.07,1,302.01,0
36.76,87.84,26.03,532.84,1,459.93,0
37.5,70.77,18.23,329.18,0,346.68,0
29.3,61.97,23.7,472.17,0,363.98,0
21.92,59.72,23.56,364.5,1,421.67,0
39.74,72.38,17.55,295.51,1,422.62,0
30.32,83.68,27.23,474.02,0,371.57,0
28.47,80.91,25.09,413.84,0,390.03,0
21.09,88.26,35.97,655.43,1,472.51,0
27.73,79.71,15.23,576.07,0,302.39,0
26.41,80.41,20.41,685.09,1,401.78,0
38.67,60.01,38.32,319.24,1,411.65,0
20.65,87.02,33.63,481.72,0,338.29,0
39.78,87.23,34.06,577.83,1,431.17,0
23.26,57.85,38.75,724.36,0,304.5,0
21.25,77.49,20.46,240.84,0,423.14,0
24.01,76.02,30.07,546.32,1,343.36,0
39.89,52.36,35.61,317.0,0,455.72,0
38.77,52.04,35.89,609.54,0,472.99,0
38.64,53.69,19.84,307.78,0,401.67,0
37.44,62.31,32.2,277.09,0,394.95,0
35.01,53.67,28.13,231.9,0,475.52,0
30.28,53.61,16.35,523.07,0,404.51,0
27.93,64.78,16.15,373.76,1,344.56,0
28.11,80.62,30.27,497.06,1,364.73,0
31.05,78.5,18.04,584.38,0,400.31,0
30.87,81.22,24.75,629.55,0,413.3,0
27.75,66.22,34.94,270.56,0,345.39,0
37.21,66.51,15.17,720.72,0,356.72,0
39.4,59.78,32.33,317.96,1,337.33,0
30.9,88.22,35.1,273.92,1,442.39,0
28.64,59.93,25.21,661.61,1,473.6,0
32.29,74.05,28.65,395.58,1,413.91,0
38.07,57.04,23.41,637.77,1,357.68,0
22.55,62.58,22.86,472.95,0,443.18,0
36.24,68.94,27.3,379.1,1,331.68,0
31.41,57.96,32.8,323.15,0,335.88,0
22.58,81.67,31.72,767.7,1,491.19,0
22.32,77.84,23.36,300.84,1,484.21,0
20.5,53.22,31.02,694.13,0,477.94,0
36.02,65.7,18.77,562.22,1,402.39,0
28.56,81.21,30.66,302.4,0,446.7,0
21.65,72.06,21.02,229.5,1,406.72,0
33.46,72.5,24.7,341.38,1,452.8,0
25.86,52.4,17.23,652.79,1,475.07,0
24.6,61.29,27.33,332.12,1,469.13,0
28.16,82.84,17.77,752.79,1,393.36,0
25.63,67.18,17.73,697.19,1,440.82,0
33.96,59.83,20.27,796.28,0,383.16,0
34.86,60.91,25.85,259.47,0,317.07,0
26.17,50.91,24.88,336.68,1,454.56,0
37.47,77.61,32.85,468.89,1,442.75,0
29.74,79.02,31.79,549.83,1,490.04,0
27.16,65.59,34.33,456.22,0,476.02,0
36.44,80.11,24.9,638.04,0,462.71,0
29.7,58.08,37.13,310.83,1,392.93,0
28.8,81.26,24.65,283.19,0,438.02,0
39.45,52.86,29.68,553.87,1,448.87,0
37.14,56.0,28.33,780.92,1,315.3,0
20.66,72.39,39.55,221.33,1,492.49,0
27.91,62.28,26.19,696.67,1,415.59,0
32.31,88.87,35.71,765.38,1,441.1,0
22.06,84.34,25.23,736.22,1,335.41,0
22.12,55.23,16.4,688.64,0,312.92,0
37.93,71.21,26.78,265.44,1,473.5,0
20.12,88.28,18.49,725.19,0,328.71,0
20.23,83.71,34.72,432.02,0,324.12,0
26.39,51.5,23.52,760.19,0,303.12,0
35.65,78.49,23.61,535.98,1,391.39,0
30.77,55.53,29.34,514.81,0,367.53,0
39.1,76.92,29.58,362.29,1,392.06,0
36.45,64.69,23.99,286.15,1,322.73,0
39.51,50.52,24.49,352.77,1,347.59,0
35.42,77.59,35.89,541.01,1,454.08,0
27.07,74.28,33.56,441.94,0,314.66,0
35.36,64.3,19.71,603.75,0,441.51,0
29.88,60.52,39.99,786.48,0,460.3,0
34.87,56.07,36.53,693.07,1,378.27,0
27.74,58.78,22.51,653.52,0,331.96,0
30.48,59.33,33.35,672.93,0,306.14,0
29.66,70.17,35.6,208.92,0,434.45,0
35.61,58.18,15.94,301.27,1,331.8,0
33.68,65.47,30.24,353.75,1,324.64,0
26.79,69.0,29.32,796.3,1,481.48,0
30.11,83.29,36.63,796.57,1,376.67,0
24.02,81.93,16.14,355.29,0,416.26,0
29.04,57.37,18.55,603.17,1,369.53,0
35.87,55.79,18.86,697.35,1,329.27,0
37.51,89.54,18.89,463.91,0,426.12,0
28.14,74.16,33.03,617.66,0,377.8,0
38.74,67.75,34.19,402.08,0,475.83,0
39.15,78.45,32.98,614.23,1,459.51,0
20.26,57.93,21.18,621.49,1,328.61,0
21.77,75.25,22.44,298.59,1,374.94,0
34.61,62.1,18.62,317.87,0,355.36,0
38.5,89.64,30.1,382.05,1,327.9,0
38.04,63.44,19.73,318.73,0,320.44,0
29.7,51.15,31.1,544.83,1,439.0,0
25.35,77.78,20.86,798.53,1,404.01,0
36.15,63.3,25.97,524.16,0,400.37,0
32.07,86.06,31.19,660.18,1,417.95,0
29.96,73.11,30.08,336.24,1,325.58,0
34.83,70.45,24.98,363.57,0,415.05,0
20.22,56.15,16.06,559.7,1,393.16,0
36.34,69.54,25.49,687.67,0,435.04,0
30.33,59.38,34.79,505.03,0,376.33,0
34.88,72.27,19.04,373.67,1,300.87,0
39.87,65.35,26.52,345.66,1,393.16,0
23.44,75.56,23.91,342.68,1,414.88,0
32.25,60.96,21.3,650.82,1,476.21,0
29.5,53.68,38.26,673.9,1,454.49,0
36.35,89.73,26.15,517.7,1,388.25,0
20.21,55.69,30.35,455.81,0,466.13,0
24.07,78.6,36.91,593.68,1,397.44,0
33.44,82.23,26.32,707.14,0,301.83,0
39.92,88.47,34.02,420.16,1,419.22,0
25.9,59.67,35.61,288.05,0,424.57,0
26.46,68.07,25.78,784.15,0,482.02,0
29.02,80.09,36.56,604.39,0,434.71,0
28.13,80.12,38.11,716.11,0,451.14,0
29.2,69.86,19.77,619.85,0,359.11,0
36.51,76.37,36.09,339.71,0,344.21,0
20.69,83.49,18.5,469.77,1,415.4,0
39.41,78.1,16.05,726.54,1,494.09,0
26.91,86.82,35.85,375.99,0,337.17,0
34.85,72.88,18.96,667.91,0,475.59,0
21.58,51.26,21.63,356.38,1,495.55,0
32.86,59.46,18.45,271.02,0,487.04,0
36.16,70.13,27.42,648.04,0,391.85,0
32.84,69.62,35.72,510.1,1,375.38,0
24.79,55.96,30.94,704.94,0,321.97,0
36.5,65.16,17.58,218.86,0,366.31,0
36.09,74.99,23.29,633.14,0,309.36,0
22.93,53.32,39.93,585.5,1,463.23,0
31.51,62.8,24.61,519.34,1,357.12,0
27.87,62.58,28.46,672.5,1,331.92,0
27.13,65.45,39.47,429.87,0,372.97,0
36.65,73.03,38.4,586.38,0,310.29,0
24.07,84.29,38.46,742.74,0,365.78,0
27.73,62.38,33.36,311.83,0,355.17,0
27.91,64.14,28.23,553.21,0,366.46,0
29.67,71.02,38.0,401.44,1,384.87,0
27.8,53.25,34.92,221.09,1,352.27,0
25.63,64.72,23.96,575.79,1,454.89,0
20.1,77.85,35.2,765.12,0,477.35,0
28.58,79.23,29.1,390.08,1,401.15,0
35.08,79.17,15.22,357.81,1,375.75,0
25.23,54.66,33.72,778.55,0,423.36,0
38.42,62.47,19.99,686.99,1,352.82,0
27.71,64.78,22.15,395.95,0,322.14,0
36.4,84.47,32.52,409.25,0,378.74,0
38.96,55.74,17.68,320.52,0,373.25,0
34.17,53.73,30.89,699.61,0,323.24,0
26.15,60.56,31.34,489.31,0,341.87,0
39.99,67.92,34.0,790.44,0,325.52,0
21.01,55.55,39.65,362.19,1,484.0,0
35.29,62.06,27.17,729.44,0,310.63,0
26.96,55.53,34.12,345.59,0,395.45,0
34.66,51.35,24.09,590.4,0,325.55,0
27.24,75.14,33.63,342.97,0,338.68,0
21.82,75.44,22.17,362.86,1,470.59,0
24.33,68.94,25.61,375.22,0,465.79,0
31.42,73.9,15.24,570.14,0,405.49,0
21.27,80.02,20.45,724.93,1,324.6,0
24.8,84.86,19.66,219.59,0,354.94,0
28.73,87.03,27.39,533.32,0,475.33,0
35.22,59.1,27.64,763.93,1,405.84,0
26.11,88.43,32.87,514.15,1,443.84,0
23.88,86.09,33.51,727.47,1,334.15,0
26.87,69.51,38.68,626.17,1,370.56,0
32.0,61.62,24.28,310.15,1,494.22,0
30.17,59.55,27.46,641.02,0,452.39,0
39.65,87.48,19.1,755.24,1,438.57,0
29.24,70.27,18.36,553.32,0,402.91,0
39.79,69.24,20.87,230.46,0,431.99,0
31.04,87.48,27.92,651.9,0,386.8,0
27.38,88.49,26.79,436.95,0,477.56,0
29.66,88.42,29.51,775.0,0,338.07,0
27.97,84.71,25.19,214.05,0,361.98,0
34.13,77.26,37.15,650.63,0,301.68,0
22.52,66.78,27.74,278.68,1,374.04,0
25.62,51.2,31.59,691.68,0,415.31,0
25.18,54.55,26.76,350.87,0,327.01,0
31.55,72.04,37.15,719.45,0,389.36,0
21.61,65.5,35.51,339.66,1,485.69,0
24.61,66.92,24.13,303.64,0,302.53,0
21.99,88.12,26.17,649.65,1,487.78,0
38.23,52.19,36.58,784.55,1,457.11,0
39.24,86.23,38.47,717.99,0,313.7,0
34.63,50.36,30.79,663.96,0,459.83,0
29.28,69.25,34.62,700.38,0,455.14,0
35.47,62.15,25.55,795.61,1,428.21,0
39.49,84.89,32.73,412.1,0,329.44,0
32.24,69.97,24.08,327.16,0,338.42,0
24.35,84.68,15.56,314.96,0,414.84,0
33.72,71.86,31.44,734.13,1,475.87,0
37.31,84.47,20.39,267.28,1,308.87,0
20.95,81.67,21.91,532.73,0,310.45,0
22.49,67.99,27.15,650.41,0,304.3,0
29.54,78.12,38.57,684.13,0,482.39,0
34.67,69.05,17.82,210.09,1,421.68,0
26.91,77.03,17.37,254.17,1,492.52,0
30.03,78.97,35.01,643.17,0,495.96,0
35.78,57.63,34.39,526.67,0,315.59,0
23.19,61.28,26.22,677.5,0,309.29,0
27.42,63.11,30.34,275.1,1,499.24,0
36.41,62.31,37.26,681.54,1,483.72,0
25.68,83.58,38.79,205.88,0,409.93,0
26.75,64.35,15.91,691.22,0,416.05,0
23.9,74.97,17.76,339.77,0,411.34,0
22.15,77.68,19.2,512.44,0,385.4,0
29.77,77.19,19.44,491.08,0,300.46,0
32.45,61.59,17.98,328.01,0,366.19,0
31.23,55.48,21.64,774.7,0,462.31,0
26.79,71.6,16.79,284.42,1,484.0,0
39.23,79.63,34.15,690.98,1,418.68,0
30.69,86.77,39.42,776.71,1,422.63,0
24.78,58.77,17.72,445.81,0,310.95,0
37.79,64.44,20.51,488.07,0,367.17,0
24.09,85.81,26.72,296.23,0,374.24,0
38.64,87.66,39.03,437.95,0,419.09,0
25.35,74.53,26.48,429.29,1,377.06,0
37.73,82.79,26.77,540.34,1,425.61,0
21.97,87.48,15.11,433.27,1,323.06,0
22.24,81.46,27.25,672.96,0,489.99,0
21.45,54.39,24.14,482.61,1,493.52,0
28.26,78.67,15.42,459.55,1,453.98,0
25.14,61.88,20.47,507.85,0,338.09,0
22.34,82.16,30.85,689.52,0,424.44,0
25.16,80.39,35.34,225.01,1,375.72,0
28.48,84.39,39.75,671.84,1,494.32,0
32.8,76.93,15.35,423.81,1,350.91,0
26.73,68.38,20.45,245.46,1,398.58,0
34.25,59.08,36.02,382.38,0,492.14,0
36.05,61.97,39.41,468.07,0,354.93,0
21.66,69.86,15.31,413.59,1,373.39,0
30.35,72.02,17.31,790.82,1,370.95,0
26.5,64.38,18.86,360.7,0,442.91,0
37.39,71.52,15.34,262.49,0,493.9,0
34.8,80.79,37.91,676.52,1,407.01,0
33.4,63.91,27.45,437.26,1,438.89,0
23.17,76.29,22.5,211.13,1,426.14,0
38.27,69.48,26.93,540.28,1,348.96,0
24.43,72.77,20.82,391.14,1,460.31,0
20.31,52.94,18.2,500.28,0,446.21,0
34.64,70.43,20.53,617.87,0,432.95,0
39.8,89.83,26.02,799.23,0,349.63,0
39.53,87.14,16.75,740.66,1,309.86,0
31.27,77.81,24.68,659.79,1,444.21,0
24.31,59.67,20.97,664.95,1,496.76,0
22.18,78.65,39.62,618.6,1,448.91,0
33.42,53.57,19.86,392.26,1,340.2,0
29.8,69.91,17.96,687.77,1,445.63,0
29.38,66.45,27.86,522.67,1,456.3,0
33.22,51.66,37.16,263.56,1,326.65,0
33.77,52.82,37.9,668.5,0,486.51,0
22.6,57.7,22.73,337.74,1,386.48,0
37.15,68.61,31.23,256.11,1,351.82,0
28.79,58.04,20.93,232.67,0,302.7,0
39.18,75.53,21.58,230.75,1,366.37,0
24.1,60.33,39.29,740.35,0,303.54,0
38.95,67.58,16.16,685.3,0,347.24,0
20.15,83.14,23.9,732.19,1,400.83,0
24.22,66.75,34.51,486.18,0,306.86,0
32.34,76.05,28.67,721.56,0,314.81,0
33.53,63.13,38.92,296.4,1,302.33,0
36.86,83.0,27.92,540.39,1,474.04,0
37.5,84.13,26.43,655.03,0,354.98,0
25.32,60.19,21.71,789.32,0,439.25,0
20.27,56.3,23.76,512.37,1,495.41,0
22.88,71.74,36.47,462.8,1,458.66,0
33.01,62.26,21.75,353.47,1,309.32,0
30.46,86.75,22.73,354.86,0,373.19,0
33.65,87.56,30.69,317.64,0,484.55,0
25.02,86.92,38.73,454.0,1,429.91,0
32.35,70.35,19.53,488.99,0,450.61,0
28.24,64.37,29.42,575.62,0,324.81,0
33.18,73.42,19.2,425.94,0,485.71,0
27.1,73.96,32.7,280.36,0,493.96,0
39.27,69.83,38.6,206.33,0,327.95,0
31.35,81.34,15.74,699.31,1,400.3,0
36.08,61.05,25.74,622.1,0,419.11,0
22.25,55.5,28.22,408.8,0,397.15,0
33.61,85.21,19.19,646.23,0,335.52,0
36.27,72.25,34.35,779.74,1,416.79,0
32.31,70.13,34.89,416.83,0,385.6,0
20.5,66.06,26.85,267.97,0,383.07,0
29.63,78.51,27.74,591.27,1,459.5,0
21.9,64.16,29.95,715.27,0,370.97,0
30.57,72.4,29.72,221.11,0,357.73,0
